#EXTM3U
#EXTINF:-1 tvg-name="💖天微③",💖天微③
央視频道,#genre#
CCTV8,http://222.214.208.34:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV8,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv8$
CCTV8,http://23.237.228.134/live5/CCTV8.m3u8$央视频2
CCTV8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub$央视频1
CCTV8,http://119.91.7.169:2026/ysws.php?id=CCTV8$央视频4
CCTV9,http://222.214.208.34:59901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV9,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv9$
CCTV9,http://23.237.228.134/live5/CCTV9.m3u8$央视频2
CCTV9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub$央视频1
CCTV9,http://119.91.7.169:2026/ysws.php?id=CCTV9$央视频4
CCTV10,http://222.214.208.34:59901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV10,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv10$
CCTV10,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub$央视频1
CCTV10,http://119.91.7.169:2026/ysws.php?id=CCTV10$央视频4
CCTV11,http://222.214.208.34:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV11,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv11$
CCTV11,http://23.237.228.134/live3/CCTV11.m3u8$央视频2
CCTV11,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub$央视频1
CCTV11,http://119.91.7.169:2026/ysws.php?id=CCTV11$央视频4
CCTV12,http://222.214.208.34:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV12,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv12$
CCTV12,http://23.237.228.134/live3/CCTV12.m3u8$央视频2
CCTV12,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub$央视频1
CCTV12,http://119.91.7.169:2026/ysws.php?id=CCTV12$央视频4
CCTV13,http://222.214.208.34:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV13,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv13$
CCTV13,http://23.237.228.134/live3/CCTV13.m3u8$央视频2
CCTV13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub$央视频1
CCTV13,http://119.91.7.169:2026/ysws.php?id=CCTV13$央视频4
CCTV14,http://222.214.208.34:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV14,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv14$
CCTV14,http://23.237.228.134/live3/CCTV14.m3u8$央视频2
CCTV14,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub$央视频1
CCTV14,http://119.91.7.169:2026/ysws.php?id=CCTV14$央视频4
CCTV15,http://222.214.208.34:59901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$
CCTV15,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv15$
CCTV15,http://23.237.228.134/live3/CCTV15.m3u8$央视频2
CCTV15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub$央视频1
CCTV15,http://119.91.7.169:2026/ysws.php?id=CCTV15$央视频4
CCTV16,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cctv16$
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub$央视频1
CCTV16,http://119.91.7.169:2026/ysws.php?id=CCTV16$央视频4
CCTV17,http://23.237.228.134/live3/CCTV17.m3u8$央视频2
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub$央视频1


CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17


CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5 
CCTV5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6 
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8 
CCTV9,http://go.bkpcp.top/mg/cctv9 
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11 
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14 
CCTV15,http://go.bkpcp.top/mg/cctv15 
CCTV16,http://go.bkpcp.top/mg/cctv16 
CCTV17,http://go.bkpcp.top/mg/cctv17 
CCTV1,http://migu.youdu.fan:8008/608807420
CCTV2,http://migu.youdu.fan:8008/631780532
CCTV3,http://migu.youdu.fan:8008/624878271
CCTV4,http://migu.youdu.fan:8008/631780421
CCTV5,http://migu.youdu.fan:8008/641886683
CCTV5+,http://migu.youdu.fan:8008/641886773
CCTV6,http://migu.youdu.fan:8008/624878396
CCTV7,http://migu.youdu.fan:8008/673168121
CCTV8,http://migu.youdu.fan:8008/624878356
CCTV9,http://migu.youdu.fan:8008/673168140
CCTV10,http://migu.youdu.fan:8008/624878405
CCTV11,http://migu.youdu.fan:8008/667987558
CCTV12,http://migu.youdu.fan:8008/673168185
CCTV13,http://migu.youdu.fan:8008/608807423
CCTV14,http://migu.youdu.fan:8008/624878440
CCTV15,http://migu.youdu.fan:8008/673168223
CCTV17,http://migu.youdu.fan:8008/673168256


CCTV1,http://rihou.cc:555/tv/[mg]CCTV-01
CCTV2,http://rihou.cc:555/tv/[mg]CCTV-02
CCTV3,http://rihou.cc:555/tv/[mg]CCTV-03
CCTV4,http://rihou.cc:555/tv/[mg]CCTV-04
CCTV5,http://rihou.cc:555/tv/[mg]CCTV-05
CCTV5+,http://rihou.cc:555/tv/[mg]CCTV-5p
CCTV6,http://rihou.cc:555/tv/[mg]CCTV-06
CCTV7,http://rihou.cc:555/tv/[mg]CCTV-07
CCTV8,http://rihou.cc:555/tv/[mg]CCTV-08
CCTV9,http://rihou.cc:555/tv/[mg]CCTV-09
CCTV10,http://rihou.cc:555/tv/[mg]CCTV-10
CCTV11,http://rihou.cc:555/tv/[mg]CCTV-11
CCTV12,http://rihou.cc:555/tv/[mg]CCTV-12
CCTV13,http://rihou.cc:555/tv/[mg]CCTV-13
CCTV14,http://rihou.cc:555/tv/[mg]CCTV-14
CCTV15,http://rihou.cc:555/tv/[mg]CCTV-15
CCTV16,http://rihou.cc:555/tv/[mg]CCTV-16
CCTV17,http://rihou.cc:555/tv/[mg]CCTV-17

CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5 
CCTV5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6 
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8 
CCTV9,http://go.bkpcp.top/mg/cctv9 
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11 
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14 
CCTV15,http://go.bkpcp.top/mg/cctv15 
CCTV16,http://go.bkpcp.top/mg/cctv16 
CCTV17,http://go.bkpcp.top/mg/cctv17 


卫視频道,#genre#
凤凰中文,http://m.061899.xyz/mg/fhzw
凤凰资讯,http://m.061899.xyz/mg/fhzx
凤凰香港,http://m.061899.xyz/mg/fhhk
北京卫视,http://222.214.208.34:59901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$
北京卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=bjws$
北京卫视,http://23.237.228.134/live3/beijing.m3u8$央视频2
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub$央视频1
北京卫视,http://119.91.7.169:2026/ysws.php?id=北京卫视$央视频4
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$
湖南卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=hunanws$
湖南卫视,http://23.237.228.134/live6/hunan.m3u8$央视频2
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub$央视频1
湖南卫视,http://119.91.7.169:2026/ysws.php?id=湖南卫视$央视频4
浙江卫视,http://222.214.208.34:59901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$
浙江卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=zjws$
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8$央视频2
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub$央视频1
浙江卫视,http://119.91.7.169:2026/ysws.php?id=浙江卫视$央视频4
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$
江苏卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=jsws$
江苏卫视,http://23.237.228.134/live3/jiangsu.m3u8$央视频2
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub$央视频1
江苏卫视,http://119.91.7.169:2026/ysws.php?id=江苏卫视$央视频4
东方卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=dfws$
东方卫视,http://23.237.228.134/live3/dongfang.m3u8$央视频2
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub$央视频1
东方卫视,http://119.91.7.169:2026/ysws.php?id=东方卫视$央视频4
东南卫视,http://222.214.208.34:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$
东南卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=dnws$
东南卫视,http://23.237.228.134/live6/dongnan.m3u8$央视频2
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub$央视频1
东南卫视,http://119.91.7.169:2026/ysws.php?id=东南卫视$央视频4
云南卫视,http://222.214.208.34:59901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$
云南卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=ynws$
云南卫视,http://23.237.228.134/live8/yunnan.m3u8$央视频2
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub$央视频1
云南卫视,http://119.91.7.169:2026/ysws.php?id=云南卫视$央视频4
四川卫视,http://222.214.208.34:59901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$
四川卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=scws$
四川卫视,http://23.237.228.134/live6/sichuan.m3u8$央视频2
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub$央视频1
四川卫视,http://119.91.7.169:2026/ysws.php?id=四川卫视$央视频4
天津卫视,http://222.214.208.34:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$
天津卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=tjws$
天津卫视,http://23.237.228.134/live8/tianjing.m3u8$央视频2
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub$央视频1
天津卫视,http://119.91.7.169:2026/ysws.php?id=天津卫视$央视频4
安徽卫视,http://222.214.208.34:59901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$
安徽卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=ahws$
安徽卫视,http://23.237.228.134/live8/anhui.m3u8$央视频2
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub$央视频1
安徽卫视,http://119.91.7.169:2026/ysws.php?id=安徽卫视$央视频4
山东卫视,http://222.214.208.34:59901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$
山东卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=sdws$
山东卫视,http://23.237.228.134/live8/shandong.m3u8$央视频2
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub$央视频1
山东卫视,http://119.91.7.169:2026/ysws.php?id=山东卫视$央视频4
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$
广东卫视,http://23.237.228.134/live6/guangdong.m3u8$央视频2
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub$央视频1
江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$
江西卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=jxws$
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8$央视频2
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub$央视频1
江西卫视,http://119.91.7.169:2026/ysws.php?id=江西卫视$央视频4
河北卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=hebeiws$
河北卫视,http://23.237.228.134/live8/hebei.m3u8$央视频2
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub$央视频1
河北卫视,http://119.91.7.169:2026/ysws.php?id=河北卫视$央视频4
河南卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=hnws$
河南卫视,http://23.237.228.134/live6/henan.m3u8$央视频2
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub$央视频1
河南卫视,http://119.91.7.169:2026/ysws.php?id=河南卫视$央视频4
深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$
深圳卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=szws$
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8$央视频2
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub$央视频1
深圳卫视,http://119.91.7.169:2026/ysws.php?id=深圳卫视$央视频4
湖北卫视,http://222.214.208.34:59901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$
湖北卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=hbws$
湖北卫视,http://23.237.228.134/live6/hubei.m3u8$央视频2
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub$央视频1
湖北卫视,http://119.91.7.169:2026/ysws.php?id=湖北卫视$央视频4
贵州卫视,http://222.214.208.34:59901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$
贵州卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=gzws$
贵州卫视,http://23.237.228.134/live6/guizhou.m3u8$央视频2
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub$央视频1
贵州卫视,http://119.91.7.169:2026/ysws.php?id=贵州卫视$央视频4
辽宁卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=lnws$
辽宁卫视,http://23.237.228.134/live8/liaoning.m3u8$央视频2
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub$央视频1
辽宁卫视,http://119.91.7.169:2026/ysws.php?id=辽宁卫视$央视频4
重庆卫视,http://222.214.208.34:59901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$
重庆卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=cqws$
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8$央视频2
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub$央视频1
重庆卫视,http://119.91.7.169:2026/ysws.php?id=重庆卫视$央视频4
青海卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=qhws$
青海卫视,http://23.237.228.134/live8/qinghai.m3u8$央视频2
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub$央视频1
青海卫视,http://119.91.7.169:2026/ysws.php?id=青海卫视$央视频4
陕西卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=shxws$
陕西卫视,http://23.237.228.134/live8/shanxiws.m3u8$央视频2
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub$央视频1
陕西卫视,http://119.91.7.169:2026/ysws.php?id=陕西卫视$央视频4
广西卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=gxws$
广西卫视,http://23.237.228.134/live6/guangxi.m3u8$央视频2
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub$央视频1
广西卫视,http://119.91.7.169:2026/ysws.php?id=广西卫视$央视频4
山西卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=sxws$
山西卫视,http://23.237.228.134/live8/shanxi.m3u8$央视频2
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub$央视频1
山西卫视,http://119.91.7.169:2026/ysws.php?id=山西卫视$央视频4
宁夏卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=linxws$
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub$央视频1
宁夏卫视,http://119.91.7.169:2026/ysws.php?id=宁夏卫视$央视频4
吉林卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=jlws$
吉林卫视,http://23.237.228.134/live8/jilin.m3u8$央视频2
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub$央视频1
吉林卫视,http://119.91.7.169:2026/ysws.php?id=吉林卫视$央视频4
甘肃卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=gsws$
甘肃卫视,http://23.237.228.134/live8/gansu.m3u8$央视频2
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub$央视频1
甘肃卫视,http://119.91.7.169:2026/ysws.php?id=甘肃卫视$央视频4
西藏卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=xzws$
西藏卫视,http://119.91.7.169:2026/ysws.php?id=西藏卫视$央视频4
海南卫视,http://23.237.228.134/live6/hainan.m3u8$央视频2
康巴卫视,http://119.91.7.169:2026/ysws.php?id=康巴卫视$央视频4
康巴卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=live4468$
农林卫视,http://119.91.7.169:2026/ysws.php?id=农林卫视$央视频4
农林卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=live3843$
厦门卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=xmws$
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub$央视频1
厦门卫视,http://119.91.7.169:2026/ysws.php?id=厦门卫视$央视频4
新疆卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=xjws$
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub$央视频1
新疆卫视,http://119.91.7.169:2026/ysws.php?id=新疆卫视$央视频4
内蒙古卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=neimenggu$
内蒙古卫视,http://23.237.228.134/live8/neimenggu.m3u8$央视频2
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub$央视频1
内蒙古卫视,http://119.91.7.169:2026/ysws.php?id=内蒙古卫视$央视频4
黑龙江卫视,http://nn.7x9d.cn/mk.php?ip=183.224.122.114:8014&id=hljws$
黑龙江卫视,http://23.237.228.134/live6/heilongjiang.m3u8$央视频2
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub$央视频1
黑龙江卫视,http://119.91.7.169:2026/ysws.php?id=黑龙江卫视$央视频4

湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
内蒙古卫视,http://m.061899.xyz/mg/nmgws
黑龙江卫视,http://m.061899.xyz/mg/hljws


北京卫视,http://go.bkpcp.top/mg/bjws 
东方卫视,http://go.bkpcp.top/mg/dfws 
江苏卫视,http://go.bkpcp.top/mg/jsws 
湖南卫视,http://go.bkpcp.top/mg/hunws 
广东卫视,http://go.bkpcp.top/mg/gdws 
深圳卫视,http://go.bkpcp.top/mg/szws 
山东卫视,http://go.bkpcp.top/mg/sdws 
河南卫视,http://go.bkpcp.top/mg/hnws 
江西卫视,http://go.bkpcp.top/mg/jxws 
湖北卫视,http://go.bkpcp.top/mg/hubws 
海南卫视,http://go.bkpcp.top/mg/hinws 
陕西卫视,http://go.bkpcp.top/mg/sxws 
黑龙江卫视,http://go.bkpcp.top/mg/hljws


东方卫视,http://migu.youdu.fan:8008/651632648
江苏卫视,http://migu.youdu.fan:8008/623899368
广东卫视,http://migu.youdu.fan:8008/608831231
北京卫视,http://migu.youdu.fan:8008/630287636
江西卫视,http://migu.youdu.fan:8008/783847495
河南卫视,http://migu.youdu.fan:8008/790187291
陕西卫视,http://migu.youdu.fan:8008/738910838
大湾区卫视,http://migu.youdu.fan:8008/608917627
湖北卫视,http://migu.youdu.fan:8008/947472496
吉林卫视,http://migu.youdu.fan:8008/947472500
青海卫视,http://migu.youdu.fan:8008/947472506
东南卫视,http://migu.youdu.fan:8008/849116810
海南卫视,http://migu.youdu.fan:8008/947472502
海峡卫视,http://migu.youdu.fan:8008/849119120
